"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901652","BP","GO:1901652","response to peptide","74/1578","491/17913",3.20295801022986e-06,8.57796847576908e-05,6.49686905086037e-05,"7832/5641/4792/8651/8743/7431/677/3087/51274/11031/7076/7494/857/6678/7128/57761/3479/3643/3676/10365/5872/958/1027/8837/1959/1978/3383/3586/51237/7351/10018/2534/8836/5164/83667/10603/7071/5286/5567/5919/6776/351/896/1906/4193/4690/26191/8835/7248/139596/55971/1536/1958/2213/2309/3636/5575/207/490/23545/90423/9564/682/773/634/2650/2852/3033/3727/2475/87178/6654/6667/6772",74
"GO:0031668","BP","GO:0031668","cellular response to extracellular stimulus","45/1578","251/17913",3.27948609217561e-06,8.74225968460517e-05,6.6213015983838e-05,"1026/3162/3309/3725/5366/53335/7494/440/968/355/7184/5292/3676/2752/3383/5032/5788/7351/360/467/2534/5164/83667/7071/81631/54468/7378/80149/199/468/84557/4193/7248/1536/81929/490/9451/96459/3312/3428/4217/2475/9463/6872/27327",45
"GO:0030176","CC","GO:0030176","integral component of endoplasmic reticulum membrane","28/1613","125/18678",2.17692885059051e-06,8.85284399240141e-05,7.3480896640985e-05,"91319/3117/3119/3309/3638/3123/3115/811/2081/23457/3105/23204/3122/1388/10170/3113/81502/6253/54020/2542/57171/2923/55331/972/9451/3133/3134/121665",28
"GO:0045638","BP","GO:0045638","negative regulation of myeloid cell differentiation","23/1578","92/17913",3.34821632944359e-06,8.88434544927934e-05,6.72891596065233e-05,"6348/4609/4792/10221/7538/677/4212/10766/10272/8365/1499/4830/1021/3149/4763/2185/5914/634/3635/10859/11006/64783/171392",23
"GO:0030968","BP","GO:0030968","endoplasmic reticulum unfolded protein response","26/1578","112/17913",3.52649689908032e-06,9.31448125913049e-05,7.05469659724276e-05,"1649/91319/9709/3309/4189/7494/440/7184/4000/64061/811/51726/2081/467/10018/468/1388/90993/5611/4690/23645/9451/10525/56005/10130/9217",26
"GO:0002291","BP","GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","7/1578","10/17913",3.84187438372039e-06,0.000101011473522658,7.65050976772583e-05,"3109/3383/3958/84868/975/3683/10859",7
"GO:0002702","BP","GO:0002702","positive regulation of production of molecular mediator of immune response","23/1578","93/17913",4.08167490171352e-06,0.000106828564018484,8.09109048698522e-05,"7494/30009/3566/958/51237/5788/975/8809/10417/7293/7292/9188/2207/2625/57506/7037/23586/8482/7189/972/3133/3134/10859",23
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","22/1578","87/17913",4.44099338202081e-06,0.000115448455254017,8.74395258070951e-05,"9709/2537/27074/5272/1032/939/960/8837/55795/8740/6478/23204/25816/4193/5329/114769/207/79886/1718/10049/96459/3428",22
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","16/1578","51/17913",4.4511214078485e-06,0.000115448455254017,8.74395258070951e-05,"3398/3659/8651/84807/301/30009/3566/3146/861/7292/80149/652/3902/3149/864/972",16
"GO:0001959","BP","GO:0001959","regulation of cytokine-mediated signaling pathway","34/1578","170/17913",4.50425877252391e-06,0.000116302789292344,8.80865900144752e-05,"330/8651/6352/3459/83666/26228/11274/834/857/8970/7128/7185/100133941/5788/7124/9021/1435/3716/861/1906/7850/57506/6091/114769/3460/29108/972/1540/2672/204851/3665/84166/6772/171392",34
"GO:0098589","CC","GO:0098589","membrane region","53/1613","321/18678",3.33562159236045e-06,0.000123938371970283,0.000102872056803634,"330/3162/931/962/973/10376/824/857/355/7846/3643/5230/10666/100133941/8837/3055/3383/3932/4118/5359/5788/6281/7124/7133/79026/302/1604/2534/10287/481/999/3688/3778/27040/351/1499/2824/55824/23180/7096/476/1946/2185/203068/490/682/1495/7430/2319/3635/3689/55361/1901",53
"GO:0060205","CC","GO:0060205","cytoplasmic vesicle lumen","55/1613","338/18678",3.45402020245051e-06,0.000123938371970283,0.000102872056803634,"4332/5315/51316/6282/230/1075/2512/7076/2171/2268/2517/7184/1992/6678/100/5199/3479/10383/811/820/3146/5274/5552/240/302/8836/5340/5919/8635/351/64333/5611/2162/2896/2934/2992/3417/4860/5768/54863/23406/1522/1727/10549/29108/203068/51411/79169/1521/10447/3312/10525/5873/51097/7414",55
"GO:0001836","BP","GO:0001836","release of cytochrome c from mitochondria","17/1578","57/17913",4.88788621660602e-06,0.000125644860871507,9.51621832490542e-05,"664/3725/5366/8743/638/90427/2537/4000/3479/598/10018/637/10962/5329/29108/207/2852",17
"GO:0031983","CC","GO:0031983","vesicle lumen","55/1613","339/18678",3.78399045651408e-06,0.000128235232137421,0.000106438561963934,"4332/5315/51316/6282/230/1075/2512/7076/2171/2268/2517/7184/1992/6678/100/5199/3479/10383/811/820/3146/5274/5552/240/302/8836/5340/5919/8635/351/64333/5611/2162/2896/2934/2992/3417/4860/5768/54863/23406/1522/1727/10549/29108/203068/51411/79169/1521/10447/3312/10525/5873/51097/7414",55
"GO:0042108","BP","GO:0042108","positive regulation of cytokine biosynthetic process","18/1578","63/17913",5.1024955829412e-06,0.00012863472530896,9.74266772006033e-05,"942/10148/3162/3315/3659/3662/4050/941/5788/7124/115650/5724/916/351/7096/1536/1958/7189",18
"GO:0002792","BP","GO:0002792","negative regulation of peptide secretion","30/1578","142/17913",5.13464499804976e-06,0.00012863472530896,9.74266772006033e-05,"28984/933/55691/301/307/1992/7128/4345/5530/2633/3586/415116/5552/7124/7351/10385/199713/80223/80149/7850/26191/114769/2213/90007/79651/972/7430/3033/10859/5978",30
"GO:0043433","BP","GO:0043433","negative regulation of DNA-binding transcription factor activity","34/1578","171/17913",5.15412987967036e-06,0.00012863472530896,9.74266772006033e-05,"1649/3162/3398/3399/4792/10221/9447/84807/307/5292/7128/4345/1545/3586/4794/2146/84868/1029/7293/7292/80149/11124/2316/5195/29108/8553/1540/2672/84166/57162/6872/4591/11060/171392",34
"GO:0006984","BP","GO:0006984","ER-nucleus signaling pathway","15/1578","46/17913",5.16058033108192e-06,0.00012863472530896,9.74266772006033e-05,"1649/9709/3309/3638/7494/440/7184/811/467/10018/468/1388/4690/23645/9451",15
"GO:0032480","BP","GO:0032480","negative regulation of type I interferon production","15/1578","46/17913",5.16058033108192e-06,0.00012863472530896,9.74266772006033e-05,"51191/9636/5966/7128/3586/84868/5971/57506/140885/23586/29108/1540/10859/84166/7706",15
"GO:0070231","BP","GO:0070231","T cell apoptotic process","15/1578","46/17913",5.16058033108192e-06,0.00012863472530896,9.74266772006033e-05,"101/56891/1831/6352/84807/100/939/3958/10018/3559/29126/652/1178/207/11035",15
"GO:0090199","BP","GO:0090199","regulation of release of cytochrome c from mitochondria","15/1578","46/17913",5.16058033108192e-06,0.00012863472530896,9.74266772006033e-05,"664/5366/8743/638/90427/4000/3479/598/10018/637/10962/5329/29108/207/2852",15
"GO:0034599","BP","GO:0034599","cellular response to oxidative stress","50/1578","296/17913",5.5882433210846e-06,0.000138694418287953,0.000105045789833274,"664/3162/3315/3725/4257/4688/7128/1471/10365/10550/8837/1545/3586/23135/1728/7124/2146/2534/653361/5164/83667/5660/23657/94241/80149/199/468/1499/2882/84557/4193/4689/23064/140885/7248/7296/1536/2309/388/207/2113/2643/4217/135112/5163/59338/87178/5978/11035/10587",50
"GO:0001666","BP","GO:0001666","response to hypoxia","57/1578","354/17913",5.84607238887846e-06,0.000144401193035888,0.000109368044962192,"101/664/10370/54541/3162/4609/5315/5366/28984/677/2023/824/857/7184/4000/100/1471/5230/6095/472/100133941/1027/8837/1978/3383/4049/1263/7351/360/665/952/4524/481/3778/18/1906/3709/3779/4193/9124/5664/114769/891/1536/1958/2309/55662/4763/2185/207/2113/10525/378938/2475/5163/5978/4089",57
"GO:2000106","BP","GO:2000106","regulation of leukocyte apoptotic process","21/1578","82/17913",5.86833608377871e-06,0.000144401193035888,0.000109368044962192,"101/56891/1831/6352/1236/84807/100/939/3586/3958/29126/1029/23657/652/2207/972/96459/3665/10859/5293/11035",21
"GO:1903409","BP","GO:1903409","reactive oxygen species biosynthetic process","27/1578","122/17913",6.04400563706586e-06,0.000148090997694575,0.000112162666760868,"857/54/3643/10365/6095/8837/1545/2644/3383/3586/1728/7124/706/2534/23564/80149/199/1906/140885/1536/2309/2185/207/2643/3689/2475/5873",27
"GO:0045296","MF","GO:0045296","cadherin binding","54/1569","297/16969",1.00622232498039e-06,0.000148753200376268,0.000132927265036884,"6624/8971/3309/3939/5315/6282/822/2023/301/6520/2017/2194/23499/8407/79026/302/93663/11329/9133/999/8851/1453/3688/29091/1266/1499/1500/1656/2316/3417/4690/9124/23075/55971/5214/23647/392/682/1399/1495/8727/58513/57488/7430/3312/5339/6643/51429/6772/29766/7706/55898/9217/7414",54
"GO:0001772","CC","GO:0001772","immunological synapse","13/1613","36/18678",4.92046279308841e-06,0.000157972752830733,0.00013112147387676,"388325/951/963/3383/3932/3958/84868/916/975/27040/399/490/7430",13
"GO:0048305","BP","GO:0048305","immunoglobulin secretion","10/1578","22/17913",6.57765818445266e-06,0.000160483711127451,0.000121548786164975,"933/10673/7494/958/7124/54900/7293/7292/7189/3133",10
"GO:0050709","BP","GO:0050709","negative regulation of protein secretion","29/1578","137/17913",7.04253790034082e-06,0.000171100984093512,0.000129590204402008,"28984/933/55691/301/307/1992/7128/4345/5530/2633/3586/415116/5552/7124/7351/10385/199713/80223/80149/7850/26191/114769/2213/90007/79651/7430/3033/10859/5978",29
"GO:0032479","BP","GO:0032479","regulation of type I interferon production","27/1578","123/17913",7.10295654633083e-06,0.000171843797452827,0.000130152803942718,"51191/3659/9636/4791/5966/3148/7128/3586/84868/5971/340061/81030/5437/1499/57506/26191/140885/23586/29108/26137/1540/3428/3665/10859/84166/6772/7706",27
"GO:0000079","BP","GO:0000079","regulation of cyclin-dependent protein serine/threonine kinase activity","21/1578","83/17913",7.2108325100254e-06,0.000172999889969693,0.000131028417057172,"1026/1031/51191/28984/3087/7128/1032/1033/641/894/1027/1647/8851/1029/896/10614/60/891/219771/207/1164",21
"GO:0002718","BP","GO:0002718","regulation of cytokine production involved in immune response","21/1578","83/17913",7.2108325100254e-06,0.000172999889969693,0.000131028417057172,"3162/30009/3586/7124/7133/975/8809/10417/7292/9188/2207/2625/57506/1178/23586/8482/7189/972/3133/3134/10859",21
"GO:0005767","CC","GO:0005767","secondary lysosome","8/1613","14/18678",5.68186424276374e-06,0.000173296859404294,0.000143840878987861,"101/2512/4688/2495/653361/84557/4689/8878",8
"GO:0001911","BP","GO:0001911","negative regulation of leukocyte mediated cytotoxicity","9/1578","18/17913",7.28151154235477e-06,0.000173970719754684,0.000131763713998584,"5272/5788/84868/2213/634/3133/3134/10859/5532",9
"GO:0001726","CC","GO:0001726","ruffle","33/1613","168/18678",6.10915587919076e-06,0.000177456432681255,0.000147293432475727,"6624/10235/6282/6277/64092/822/5341/2268/4646/2017/23499/54997/302/5141/10603/3688/199/89846/2934/4830/9260/378/1021/23586/4289/23647/9564/23122/7430/9026/59338/26751/51429",33
"GO:0006006","BP","GO:0006006","glucose metabolic process","38/1578","204/17913",7.45864724769558e-06,0.000177466491124922,0.000134411376890834,"5315/5366/230/2023/2171/2026/3479/3643/5230/6095/7167/23178/7124/467/1390/5164/83667/468/51181/3487/1468/2542/6652/221927/3636/2648/90007/4938/5214/11091/207/1737/10447/9563/2475/5106/5163/5500",38
"GO:0031625","MF","GO:0031625","ubiquitin protein ligase binding","50/1569","270/16969",1.44291089987826e-06,0.000182837424027431,0.000163385249264411,"1026/3309/3725/4792/9618/10221/10628/57379/10376/7185/57761/7167/811/958/1959/7133/7345/637/23710/843/1152/3716/81631/5567/11124/81502/84557/4193/51701/26191/7188/51465/29761/23586/9258/2185/8878/7189/203068/71/3301/3312/9927/10783/4090/51429/28951/4591/7414/171392",50
"GO:0005925","CC","GO:0005925","focal adhesion","61/1613","397/18678",6.90994259547835e-06,0.00018861868674505,0.000156558392276737,"3309/3315/4082/7431/23224/301/824/857/7184/3676/811/960/4267/2017/51466/3055/3383/5788/79026/83478/3482/5479/5782/6645/8470/975/3688/3716/966/1266/1499/4921/2316/2934/3987/9124/9260/5329/60/308/4739/2923/2185/388/6237/71/9564/682/23122/1495/7430/2274/2319/3312/10525/4008/23385/5339/5500/25996/7414",61
"GO:0035579","CC","GO:0035579","specific granule membrane","22/1613","91/18678",7.11185212317403e-06,0.00018861868674505,0.000156558392276737,"101/963/84329/7133/6515/10396/966/3683/5329/326624/54918/1536/64114/23250/634/8560/8694/138050/3689/121260/6518/9725",22
"GO:0032872","BP","GO:0032872","regulation of stress-activated MAPK cascade","40/1578","220/17913",7.9761990393375e-06,0.000188999810981503,0.000143146600043211,"4616/4609/9618/1236/11221/27250/6504/355/10550/939/2081/1647/3146/7124/653361/80149/64853/351/1906/4215/197259/26191/140885/57551/8600/9839/10771/2213/9258/2185/29108/7189/207/1540/3301/7430/4217/23162/285613/171392",40
"GO:0045071","BP","GO:0045071","negative regulation of viral genome replication","17/1578","59/17913",8.19558554225461e-06,0.000193402383411074,0.000146481065149098,"3434/9636/6352/10581/8519/8638/5359/7124/3669/80149/57506/164668/4938/63901/3428/4940/9869",17
"GO:0032673","BP","GO:0032673","regulation of interleukin-4 production","11/1578","27/17913",8.26420780255106e-06,0.000194225749090159,0.000147104674225431,"942/3662/1051/9308/84868/916/7292/2207/2625/5914/3133",11
"GO:0098797","CC","GO:0098797","plasma membrane protein complex","67/1613","451/18678",7.9214307954587e-06,0.000197976189560723,0.000164325361826934,"101/3109/3117/3119/973/3123/355/3112/3115/4688/3111/3479/3643/3676/3775/246329/958/8837/2017/3108/3146/3105/3597/3559/653361/5142/481/843/916/999/3122/8809/3560/3688/3778/3783/8082/805/1439/1499/1500/11124/3113/3572/3683/9424/4689/7037/7096/7188/476/1536/2185/7189/773/972/634/1140/1495/58513/2319/3133/3134/3689/10242/23385/8910",67
"GO:0005924","CC","GO:0005924","cell-substrate adherens junction","61/1613","399/18678",8.11377826068539e-06,0.000197976189560723,0.000164325361826934,"3309/3315/4082/7431/23224/301/824/857/7184/3676/811/960/4267/2017/51466/3055/3383/5788/79026/83478/3482/5479/5782/6645/8470/975/3688/3716/966/1266/1499/4921/2316/2934/3987/9124/9260/5329/60/308/4739/2923/2185/388/6237/71/9564/682/23122/1495/7430/2274/2319/3312/10525/4008/23385/5339/5500/25996/7414",61
"GO:0048015","BP","GO:0048015","phosphatidylinositol-mediated signaling","32/1578","160/17913",8.50375954889165e-06,0.000199043282449261,0.000150753426662636,"677/6352/2268/3479/22876/10870/8870/118788/7124/10385/2534/653361/113791/5724/10507/4915/5863/6662/1906/2625/2934/5305/8395/4763/207/634/7430/2852/56005/5293/59338/10617",32
"GO:0032633","BP","GO:0032633","interleukin-4 production","12/1578","32/17913",8.88589216009862e-06,0.000207145615618817,0.000156890054205364,"942/3662/1051/9308/160365/84868/916/7292/2207/2625/5914/3133",12
"GO:0060759","BP","GO:0060759","regulation of response to cytokine stimulus","35/1578","183/17913",9.27629232427904e-06,0.000215337167447782,0.000163094255084215,"330/8651/6352/3459/83666/26228/11274/834/857/8970/7128/7185/100133941/5788/7124/9021/1435/3716/861/1906/7850/57506/6091/114769/23586/3460/29108/972/1540/2672/204851/3665/84166/6772/171392",35
"GO:0002762","BP","GO:0002762","negative regulation of myeloid leukocyte differentiation","15/1578","48/17913",9.31207966212188e-06,0.000215337167447782,0.000163094255084215,"6348/4609/10221/10766/10272/1499/4830/1021/4763/5914/634/3635/10859/11006/171392",15
"GO:0060326","BP","GO:0060326","cell chemotaxis","44/1578","253/17913",9.4138360928406e-06,0.000216819472890305,0.000164216938663742,"101/6348/6351/2833/1880/3315/5641/6352/1236/3148/26228/301/3603/6370/5872/811/1230/1235/3146/3586/3958/8740/5142/1269/1435/23604/5919/199/387695/51192/1906/23075/8600/2185/9564/51411/972/1399/2841/3689/120425/1130/5293/1901",44
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus","29/1578","139/17913",9.47626898338101e-06,0.000217387875722342,0.000164647441384557,"330/51191/3434/10221/9447/4064/151636/83666/7128/10666/3146/9450/1604/84868/3559/340061/29126/55601/80149/2896/57506/114769/23586/29108/7189/634/10859/9698/6772",29
"GO:0032606","BP","GO:0032606","type I interferon production","27/1578","125/17913",9.7443733320588e-06,0.000222063460915091,0.00016818868367511,"51191/3659/9636/4791/5966/3148/7128/3586/84868/5971/340061/81030/5437/1499/57506/26191/140885/23586/29108/26137/1540/3428/3665/10859/84166/6772/7706",27
"GO:1990440","BP","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","7/1578","11/17913",9.75721702179889e-06,0.000222063460915091,0.00016818868367511,"1649/3309/1051/467/468/1388/90993",7
"GO:0010038","BP","GO:0010038","response to metal ion","54/1578","335/17913",9.87263629951208e-06,0.000223805668553506,0.000169508214624445,"241/664/1396/3162/3309/3398/3725/3726/5641/4502/10235/10628/857/6678/5530/6382/811/1027/84329/3383/4493/1728/706/360/8836/653361/999/10272/3778/4501/18/48/351/429/468/805/1906/2934/84557/4193/6652/891/1536/2185/7518/71/207/682/120227/9451/23498/3727/10242/23385",54
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","40/1578","222/17913",9.97943935408619e-06,0.000225339654120895,0.000170670040222824,"4616/4609/9618/1236/11221/27250/6504/355/10550/939/2081/1647/3146/7124/653361/80149/64853/351/1906/4215/197259/26191/140885/57551/8600/9839/10771/2213/9258/2185/29108/7189/207/1540/3301/7430/4217/23162/285613/171392",40
"GO:0050710","BP","GO:0050710","negative regulation of cytokine secretion","19/1578","72/17913",1.01012410890093e-05,0.000227199008556701,0.000172078297005614,"28984/301/307/1992/7128/4345/2633/3586/5552/7124/10385/199713/80149/7850/26191/114769/2213/7430/10859",19
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","41/1578","230/17913",1.01693837396968e-05,0.00022784167927305,0.000172565049492376,"664/3162/3725/10628/1236/824/7128/100/1471/10365/6382/8837/1545/3586/23135/1728/1263/7124/7351/2146/2534/653361/5164/83667/5660/1906/84557/4193/23064/140885/2309/2185/388/207/2113/2643/4217/59338/11035/6772/10587",41
"GO:0043030","BP","GO:0043030","regulation of macrophage activation","18/1578","66/17913",1.04563790931495e-05,0.00023336368534246,0.000176747362639406,"6348/1075/26228/4345/3566/6095/472/3586/5788/7124/84868/80149/351/2896/2213/9258/972/3689",18
"GO:0046328","BP","GO:0046328","regulation of JNK cascade","33/1578","169/17913",1.05187298877404e-05,0.000233848828932855,0.000177114805628566,"4616/9618/1236/11221/27250/6504/939/2081/1647/3146/7124/653361/64853/351/1906/197259/26191/140885/57551/8600/9839/10771/2213/9258/2185/29108/7189/207/1540/3301/4217/23162/171392",33
